Agent,Date,Grade,Market,Origin,Package,Price,Quantity,ShippingType,Species,TradeType,Unit,UnitPrice
춘천중앙청과,20150124,상,춘천농수산물도매시장,충청북도 단양군,상자,7000,40,개별,설향,경매,1,7000
춘천중앙청과,20150119,상,춘천농수산물도매시장,울산광역시 남구,상자,16000,5,개별,설향,정가수의,2,8000
춘천중앙청과,20150112,특,춘천농수산물도매시장,울산광역시 남구,상자,8000,46,개별,설향,정가수의,1,8000
춘천중앙청과,20150127,보통,춘천농수산물도매시장,울산광역시 남구,상자,5000,19,개별,설향,정가수의,1,5000
춘천중앙청과,20150113,보통,춘천농수산물도매시장,충청남도 논산시,상자,5000,4,개별,설향,경매,1,5000
춘천중앙청과,20150128,특,춘천농수산물도매시장,울산광역시 남구,상자,20000,11,개별,설향,정가수의,2,10000
강릉농산물,20150124,상,강릉농산물도매시장,경상남도 김해시,상자,9000,7,협동,기타,경매,1.5,6000
강릉농산물,20150121,상,강릉농산물도매시장,경상남도 김해시,상자,18000,25,협동,기타,경매,1.5,12000
강릉농산물,20150129,특,강릉농산물도매시장,경상남도 김해시,상자,16600,4,협동,기타,경매,2,8300
강릉농산물,20150123,특,강릉농산물도매시장,경상남도 김해시,상자,11900,18,협동,장희,경매,1.5,7934
강릉농산물,20150124,상,강릉농산물도매시장,경상남도 김해시,상자,11800,50,협동,설향,경매,1.5,7867
강릉농산물,20150124,특,강릉농산물도매시장,경상남도 김해시,상자,13600,30,협동,설향,경매,1.5,9067
강릉농산물,20150126,특,강릉농산물도매시장,경상남도 김해시,상자,17100,28,협동,설향,경매,2,8550
강릉농산물,20150112,특,강릉농산물도매시장,경상남도 합천군,상자,14100,7,개별,설향,경매,2,7050
강릉농산물,20150112,상,강릉농산물도매시장,경상남도 김해시,상자,13500,10,협동,설향,경매,2,6750
강릉농산물,20150113,특,강릉농산물도매시장,경상남도 합천군,상자,15000,10,개별,설향,경매,2,7500
강릉농산물,20150122,상,강릉농산물도매시장,경상북도 안동시,상자,10200,37,개별,설향,경매,1.5,6800
강릉농산물,20150130,상,강릉농산물도매시장,경상남도 김해시,상자,12100,15,협동,설향,경매,1.5,8067
강릉농산물,20150130,특,강릉농산물도매시장,경상남도 김해시,상자,14200,7,협동,설향,경매,1.5,9467
합동청과,20150117,무등급,원주농산물도매시장,경상남도 밀양시,기타,15200,60,협동,기타,경매,1.5,10134
합동청과,20150117,무등급,원주농산물도매시장,경상남도 밀양시,기타,9000,11,협동,기타,경매,1.5,6000
합동청과,20150126,무등급,원주농산물도매시장,경상남도 밀양시,기타,7000,1,협동,기타,경매,1.5,4667
합동청과,20150126,특,원주농산물도매시장,경상남도 밀양시,기타,9600,7,협동,기타,경매,1,9600
합동청과,20150112,무등급,원주농산물도매시장,경상남도 밀양시,기타,9200,5,협동,기타,경매,1.5,6134
합동청과,20150112,무등급,원주농산물도매시장,경상북도 청도군,기타,8500,4,협동,기타,경매,1.5,5667
